superproduct_id,premoteid,chain_id,store_id,price,first_seen,last_seen
44188823,3605530253338,365,32311845,46.0,26/01/23,11/02/23
41986318,3614271876188,365,32311845,22.5,26/01/23,11/02/23
42072413,3605532202945,365,32311845,28.5,26/01/23,11/02/23
41785749,3614271639769,365,32311845,25.0,09/02/23,11/02/23
44368688,3614273074629,365,32311845,25.0,26/01/23,11/02/23
44265655,3614271219978,365,32311845,25.0,26/01/23,11/02/23
41986163,3605532674926,365,32311845,22.5,26/01/23,11/02/23
44205966,3614271437938,365,32311845,35.0,26/01/23,11/02/23
42072625,3614273357197,365,32311845,108.0,26/01/23,11/02/23
44188823,3605530253338,365,32311845,46.0,26/01/23,11/02/23
41986318,3614271876188,365,32311845,22.5,26/01/23,11/02/23
42072413,3605532202945,365,32311845,28.5,26/01/23,11/02/23
41785749,3614271639769,365,32311845,25.0,09/02/23,11/02/23
44368688,3614273074629,365,32311845,25.0,26/01/23,11/02/23
44265655,3614271219978,365,32311845,25.0,26/01/23,11/02/23
41986163,3605532674926,365,32311845,22.5,26/01/23,11/02/23
44205966,3614271437938,365,32311845,35.0,26/01/23,11/02/23
42072625,3614273357197,365,32311845,108.0,26/01/23,11/02/23
44188823,3605530253338,365,32311845,46.0,26/01/23,11/02/23
41986318,3614271876188,365,32311845,22.5,26/01/23,11/02/23
44265655,3614271219978,365,32311845,28.0,12/02/23,16/02/23
44265655,3614271219978,365,32311845,28.0,12/02/23,16/02/23
44265655,3614271219978,365,32311845,28.0,12/02/23,16/02/23
44265655,3614271219978,365,32311845,28.0,12/02/23,16/02/23
42072413,3605532202945,365,32311845,29.0,12/02/23,18/02/23
41785749,3614271639769,365,32311845,27.0,12/02/23,18/02/23
44368688,3614273074629,365,32311845,28.0,12/02/23,18/02/23
41986163,3605532674926,365,32311845,24.0,12/02/23,18/02/23
44205966,3614271437938,365,32311845,38.0,12/02/23,18/02/23
42072625,3614273357197,365,32311845,125.0,12/02/23,18/02/23
44188823,3605530253338,365,32311845,47.0,12/02/23,18/02/23
41986318,3614271876188,365,32311845,24.0,12/02/23,18/02/23
34975558,3147758030303,365,32311845,32.0,14/02/23,18/02/23
42072413,3605532202945,365,32311845,29.0,12/02/23,18/02/23
41785749,3614271639769,365,32311845,27.0,12/02/23,18/02/23
44368688,3614273074629,365,32311845,28.0,12/02/23,18/02/23
41986163,3605532674926,365,32311845,24.0,12/02/23,18/02/23
44205966,3614271437938,365,32311845,38.0,12/02/23,18/02/23
42072625,3614273357197,365,32311845,125.0,12/02/23,18/02/23
44188823,3605530253338,365,32311845,47.0,12/02/23,18/02/23
41986318,3614271876188,365,32311845,24.0,12/02/23,18/02/23
34975558,3147758030303,365,32311845,32.0,14/02/23,18/02/23
42072413,3605532202945,365,32311845,29.0,12/02/23,18/02/23
41785749,3614271639769,365,32311845,27.0,12/02/23,18/02/23
44368688,3614273074629,365,32311845,28.0,12/02/23,18/02/23
41986163,3605532674926,365,32311845,24.0,12/02/23,18/02/23
44205966,3614271437938,365,32311845,38.0,12/02/23,18/02/23
42072625,3614273357197,365,32311845,125.0,12/02/23,18/02/23
44188823,3605530253338,365,32311845,47.0,12/02/23,18/02/23
41986318,3614271876188,365,32311845,24.0,12/02/23,18/02/23
34975558,3147758030303,365,32311845,32.0,14/02/23,18/02/23
42072413,3605532202945,365,32311845,29.0,12/02/23,18/02/23
41785749,3614271639769,365,32311845,27.0,12/02/23,18/02/23
44368688,3614273074629,365,32311845,28.0,12/02/23,18/02/23
41986163,3605532674926,365,32311845,24.0,12/02/23,18/02/23
44205966,3614271437938,365,32311845,38.0,12/02/23,18/02/23
42072625,3614273357197,365,32311845,125.0,12/02/23,18/02/23
44188823,3605530253338,365,32311845,47.0,12/02/23,18/02/23
41986318,3614271876188,365,32311845,24.0,12/02/23,18/02/23
34975558,3147758030303,365,32311845,32.0,14/02/23,18/02/23
42072572,3614272110175,365,32311845,19.6,23/02/23,23/02/23
42072572,3614272110175,365,32311845,19.6,23/02/23,23/02/23
42072572,3614272110175,365,32311845,19.6,23/02/23,23/02/23
42072572,3614272110175,365,32311845,19.6,23/02/23,23/02/23
44188823,3605530253338,365,32311845,37.6,19/02/23,26/02/23
44188823,3605530253338,365,32311845,37.6,19/02/23,26/02/23
44188823,3605530253338,365,32311845,37.6,19/02/23,26/02/23
44188823,3605530253338,365,32311845,37.6,19/02/23,26/02/23
42072413,3605532202945,365,32311845,23.2,19/02/23,28/02/23
41785749,3614271639769,365,32311845,21.6,19/02/23,28/02/23
44368688,3614273074629,365,32311845,22.4,19/02/23,28/02/23
42072572,3614272110175,365,32311845,19.6,27/02/23,28/02/23
41986163,3605532674926,365,32311845,19.2,19/02/23,28/02/23
44205966,3614271437938,365,32311845,30.4,19/02/23,28/02/23
42072625,3614273357197,365,32311845,100.0,19/02/23,28/02/23
41986318,3614271876188,365,32311845,19.2,19/02/23,28/02/23
34975558,3147758030303,365,32311845,25.6,19/02/23,28/02/23
42072413,3605532202945,365,32311845,23.2,19/02/23,28/02/23
41785749,3614271639769,365,32311845,21.6,19/02/23,28/02/23
44368688,3614273074629,365,32311845,22.4,19/02/23,28/02/23
42072572,3614272110175,365,32311845,19.6,27/02/23,28/02/23
41986163,3605532674926,365,32311845,19.2,19/02/23,28/02/23
44205966,3614271437938,365,32311845,30.4,19/02/23,28/02/23
42072625,3614273357197,365,32311845,100.0,19/02/23,28/02/23
41986318,3614271876188,365,32311845,19.2,19/02/23,28/02/23
34975558,3147758030303,365,32311845,25.6,19/02/23,28/02/23
42072413,3605532202945,365,32311845,23.2,19/02/23,28/02/23
41785749,3614271639769,365,32311845,21.6,19/02/23,28/02/23
44368688,3614273074629,365,32311845,22.4,19/02/23,28/02/23
42072572,3614272110175,365,32311845,19.6,27/02/23,28/02/23
41986163,3605532674926,365,32311845,19.2,19/02/23,28/02/23
44205966,3614271437938,365,32311845,30.4,19/02/23,28/02/23
42072625,3614273357197,365,32311845,100.0,19/02/23,28/02/23
41986318,3614271876188,365,32311845,19.2,19/02/23,28/02/23
34975558,3147758030303,365,32311845,25.6,19/02/23,28/02/23
42072413,3605532202945,365,32311845,23.2,19/02/23,28/02/23
41785749,3614271639769,365,32311845,21.6,19/02/23,28/02/23
44368688,3614273074629,365,32311845,22.4,19/02/23,28/02/23
42072572,3614272110175,365,32311845,19.6,27/02/23,28/02/23
41986163,3605532674926,365,32311845,19.2,19/02/23,28/02/23
44205966,3614271437938,365,32311845,30.4,19/02/23,28/02/23
42072625,3614273357197,365,32311845,100.0,19/02/23,28/02/23
41986318,3614271876188,365,32311845,19.2,19/02/23,28/02/23
34975558,3147758030303,365,32311845,25.6,19/02/23,28/02/23
42072572,3614272110175,365,32311845,24.5,03/03/23,03/03/23
42072572,3614272110175,365,32311845,24.5,03/03/23,03/03/23
42072572,3614272110175,365,32311845,24.5,03/03/23,03/03/23
42072572,3614272110175,365,32311845,24.5,03/03/23,03/03/23
41986163,3605532674926,365,32311845,24.0,01/03/23,04/03/23
41986163,3605532674926,365,32311845,24.0,01/03/23,04/03/23
41986163,3605532674926,365,32311845,24.0,01/03/23,04/03/23
41986163,3605532674926,365,32311845,24.0,01/03/23,04/03/23
34975558,3147758030303,365,32311845,32.0,01/03/23,07/03/23
34975558,3147758030303,365,32311845,32.0,01/03/23,07/03/23
34975558,3147758030303,365,32311845,32.0,01/03/23,07/03/23
34975558,3147758030303,365,32311845,32.0,01/03/23,07/03/23
42072625,3614273357197,365,32311845,125.0,01/03/23,12/03/23
41792789,3614272453159,365,32311845,45.0,26/01/23,11/02/23
41792789,3614272453159,365,32311845,38.4,19/02/23,28/02/23
41792789,3614272453159,365,32311845,48.0,12/02/23,18/02/23
41792789,3614272453159,365,32311845,48.0,01/03/23,16/03/23
41792789,3614272453159,365,32311845,45.0,26/01/23,11/02/23
41792789,3614272453159,365,32311845,38.4,19/02/23,28/02/23
41792789,3614272453159,365,32311845,48.0,12/02/23,18/02/23
41792789,3614272453159,365,32311845,48.0,01/03/23,16/03/23
41792789,3614272453159,365,32311845,48.0,28/03/23,16/04/23
41792789,3614272453159,365,32311845,48.0,18/04/23,27/04/23
41792789,3614272453159,365,32311845,48.0,28/03/23,27/04/23
41792789,3614272453159,365,32311845,45.0,26/01/23,11/02/23
41792789,3614272453159,365,32311845,48.0,12/02/23,18/02/23
41792789,3614272453159,365,32311845,48.0,01/03/23,16/03/23
41792789,3614272453159,365,32311845,48.0,28/03/23,16/04/23
41792789,3614272453159,365,32311845,48.0,18/04/23,18/04/23
41792789,3614272453159,365,32311845,38.4,19/02/23,28/02/23
41792789,3614272453159,365,32311845,48.0,25/04/23,02/05/23
41792789,3614272453159,365,32311845,45.0,26/01/23,11/02/23
41792789,3614272453159,365,32311845,38.4,19/02/23,28/02/23
41792789,3614272453159,365,32311845,48.0,12/02/23,18/02/23
41792789,3614272453159,365,32311845,48.0,01/03/23,16/03/23
41792789,3614272453159,365,32311845,48.0,28/03/23,14/04/23
41792789,3614272453159,365,32311845,48.0,16/04/23,16/04/23
41792789,3614272453159,365,32311845,48.0,18/04/23,18/04/23
41792789,3614272453159,365,32311845,48.0,25/04/23,02/05/23
42141667,3614272828056,365,32311845,32.0,12/02/23,18/02/23
42141667,3614272828056,365,32311845,25.6,19/02/23,28/02/23
42141667,3614272828056,365,32311845,30.0,26/01/23,11/02/23
42141667,3614272828056,365,32311845,32.0,12/02/23,18/02/23
42141667,3614272828056,365,32311845,32.0,01/03/23,16/04/23
42141667,3614272828056,365,32311845,30.0,26/01/23,11/02/23
42141667,3614272828056,365,32311845,25.6,19/02/23,28/02/23
42141667,3614272828056,365,32311845,32.0,18/04/23,25/04/23
42141667,3614272828056,365,32311845,32.0,01/03/23,25/04/23
42141667,3614272828056,365,32311845,32.0,12/02/23,18/02/23
42141667,3614272828056,365,32311845,32.0,01/03/23,16/04/23
42141667,3614272828056,365,32311845,32.0,18/04/23,18/04/23
42141667,3614272828056,365,32311845,32.0,25/04/23,25/04/23
42141667,3614272828056,365,32311845,25.6,19/02/23,28/02/23
42141667,3614272828056,365,32311845,30.0,26/01/23,11/02/23
42141667,3614272828056,365,32311845,32.0,27/04/23,27/04/23
42141667,3614272828056,365,32311845,32.0,27/04/23,16/05/23
42141667,3614272828056,365,32311845,32.0,12/02/23,18/02/23
42141667,3614272828056,365,32311845,32.0,01/03/23,14/04/23
42141667,3614272828056,365,32311845,32.0,16/04/23,16/04/23
42141667,3614272828056,365,32311845,32.0,18/04/23,18/04/23
42141667,3614272828056,365,32311845,32.0,25/04/23,25/04/23
42141667,3614272828056,365,32311845,30.0,26/01/23,11/02/23
42141667,3614272828056,365,32311845,25.6,19/02/23,28/02/23
42141667,3614272828056,365,32311845,32.0,27/04/23,16/05/23
42141667,3614272828056,365,32311845,25.6,17/05/23,17/05/23
42165673,3614273436403,365,32311845,20.0,19/02/23,28/02/23
42165673,3614273436403,365,32311845,24.0,26/01/23,11/02/23
42165673,3614273436403,365,32311845,25.0,12/02/23,18/02/23
42165673,3614273436403,365,32311845,25.0,01/03/23,12/04/23
42165673,3614273436403,365,32311845,20.0,19/02/23,28/02/23
42165673,3614273436403,365,32311845,25.0,12/02/23,18/02/23
42165673,3614273436403,365,32311845,25.0,01/03/23,12/04/23
42165673,3614273436403,365,32311845,24.0,26/01/23,11/02/23
42165673,3614273436403,365,32311845,25.0,18/04/23,27/04/23
42165673,3614273436403,365,32311845,25.0,18/04/23,27/04/23
42165673,3614273436403,365,32311845,25.0,12/02/23,18/02/23
42165673,3614273436403,365,32311845,25.0,01/03/23,12/04/23
42165673,3614273436403,365,32311845,25.0,18/04/23,18/04/23
42165673,3614273436403,365,32311845,24.0,26/01/23,11/02/23
42165673,3614273436403,365,32311845,20.0,19/02/23,28/02/23
42165673,3614273436403,365,32311845,25.0,25/04/23,16/05/23
42165673,3614273436403,365,32311845,25.0,12/02/23,18/02/23
42165673,3614273436403,365,32311845,25.0,01/03/23,12/04/23
42165673,3614273436403,365,32311845,25.0,18/04/23,18/04/23
42165673,3614273436403,365,32311845,20.0,19/02/23,28/02/23
42165673,3614273436403,365,32311845,24.0,26/01/23,11/02/23
42072625,3614273357197,365,32311845,125.0,01/03/23,12/03/23
42072625,3614273357197,365,32311845,125.0,01/03/23,12/03/23
42072625,3614273357197,365,32311845,125.0,01/03/23,12/03/23
42072572,3614272110175,365,32311845,24.5,14/03/23,14/03/23
34975558,3147758030303,365,32311845,32.0,09/03/23,14/03/23
42072572,3614272110175,365,32311845,24.5,14/03/23,14/03/23
34975558,3147758030303,365,32311845,32.0,09/03/23,14/03/23
42072572,3614272110175,365,32311845,24.5,14/03/23,14/03/23
34975558,3147758030303,365,32311845,32.0,09/03/23,14/03/23
42072572,3614272110175,365,32311845,24.5,14/03/23,14/03/23
34975558,3147758030303,365,32311845,32.0,09/03/23,14/03/23
41785749,3614271639769,365,32311845,27.0,01/03/23,16/03/23
41785749,3614271639769,365,32311845,27.0,01/03/23,16/03/23
41785749,3614271639769,365,32311845,27.0,01/03/23,16/03/23
41785749,3614271639769,365,32311845,27.0,01/03/23,16/03/23
34975558,3147758030303,365,32311845,32.0,17/03/23,21/03/23
34975558,3147758030303,365,32311845,32.0,17/03/23,21/03/23
34975558,3147758030303,365,32311845,32.0,17/03/23,21/03/23
34975558,3147758030303,365,32311845,32.0,17/03/23,21/03/23
42072572,3614272110175,365,32311845,24.5,17/03/23,31/03/23
34975558,3147758030303,365,32311845,32.0,23/03/23,31/03/23
42072572,3614272110175,365,32311845,24.5,17/03/23,31/03/23
34975558,3147758030303,365,32311845,32.0,23/03/23,31/03/23
42072572,3614272110175,365,32311845,24.5,17/03/23,31/03/23
34975558,3147758030303,365,32311845,32.0,23/03/23,31/03/23
42072572,3614272110175,365,32311845,24.5,17/03/23,31/03/23
34975558,3147758030303,365,32311845,32.0,23/03/23,31/03/23
34975558,3147758030303,365,32311845,32.0,04/04/23,04/04/23
34975558,3147758030303,365,32311845,32.0,04/04/23,04/04/23
34975558,3147758030303,365,32311845,32.0,04/04/23,04/04/23
34975558,3147758030303,365,32311845,32.0,04/04/23,04/04/23
41986163,3605532674926,365,32311845,24.0,09/03/23,12/04/23
41986163,3605532674926,365,32311845,24.0,09/03/23,12/04/23
41986163,3605532674926,365,32311845,24.0,09/03/23,12/04/23
41986163,3605532674926,365,32311845,24.0,09/03/23,12/04/23
42072413,3605532202945,365,32311845,29.0,01/03/23,14/04/23
44368688,3614273074629,365,32311845,28.0,01/03/23,14/04/23
42072572,3614272110175,365,32311845,24.5,07/04/23,14/04/23
44265655,3614271219978,365,32311845,28.0,10/03/23,14/04/23
49490900,3614273983600,365,32311845,83.0,31/03/23,14/04/23
44206160,3614271755377,365,32311845,35.0,14/03/23,14/04/23
44205966,3614271437938,365,32311845,38.0,01/03/23,14/04/23
42072625,3614273357197,365,32311845,125.0,14/03/23,14/04/23
44188823,3605530253338,365,32311845,47.0,01/03/23,14/04/23
41986318,3614271876188,365,32311845,24.0,01/03/23,14/04/23
42072413,3605532202945,365,32311845,29.0,01/03/23,16/04/23
44368688,3614273074629,365,32311845,28.0,01/03/23,16/04/23
42072572,3614272110175,365,32311845,24.5,07/04/23,16/04/23
44265655,3614271219978,365,32311845,28.0,10/03/23,16/04/23
49490900,3614273983600,365,32311845,83.0,31/03/23,16/04/23
44206160,3614271755377,365,32311845,35.0,14/03/23,16/04/23
44205966,3614271437938,365,32311845,38.0,01/03/23,16/04/23
42072625,3614273357197,365,32311845,125.0,14/03/23,16/04/23
44188823,3605530253338,365,32311845,47.0,01/03/23,16/04/23
41986318,3614271876188,365,32311845,24.0,01/03/23,16/04/23
42072413,3605532202945,365,32311845,29.0,01/03/23,16/04/23
44368688,3614273074629,365,32311845,28.0,01/03/23,16/04/23
42072572,3614272110175,365,32311845,24.5,07/04/23,16/04/23
44265655,3614271219978,365,32311845,28.0,10/03/23,16/04/23
49490900,3614273983600,365,32311845,83.0,31/03/23,16/04/23
44206160,3614271755377,365,32311845,35.0,14/03/23,16/04/23
44205966,3614271437938,365,32311845,38.0,01/03/23,16/04/23
42072625,3614273357197,365,32311845,125.0,14/03/23,16/04/23
44188823,3605530253338,365,32311845,47.0,01/03/23,16/04/23
41986318,3614271876188,365,32311845,24.0,01/03/23,16/04/23
42072413,3605532202945,365,32311845,29.0,16/04/23,16/04/23
44368688,3614273074629,365,32311845,28.0,16/04/23,16/04/23
42072572,3614272110175,365,32311845,24.5,16/04/23,16/04/23
44265655,3614271219978,365,32311845,28.0,16/04/23,16/04/23
49490900,3614273983600,365,32311845,83.0,16/04/23,16/04/23
44206160,3614271755377,365,32311845,35.0,16/04/23,16/04/23
44205966,3614271437938,365,32311845,38.0,16/04/23,16/04/23
42072625,3614273357197,365,32311845,125.0,16/04/23,16/04/23
44188823,3605530253338,365,32311845,47.0,16/04/23,16/04/23
41986318,3614271876188,365,32311845,24.0,16/04/23,16/04/23
42072413,3605532202945,365,32311845,29.0,18/04/23,18/04/23
44368688,3614273074629,365,32311845,28.0,18/04/23,18/04/23
42072572,3614272110175,365,32311845,24.5,18/04/23,18/04/23
44265655,3614271219978,365,32311845,28.0,18/04/23,18/04/23
49490900,3614273983600,365,32311845,83.0,18/04/23,18/04/23
44206160,3614271755377,365,32311845,35.0,18/04/23,18/04/23
44205966,3614271437938,365,32311845,38.0,18/04/23,18/04/23
42072625,3614273357197,365,32311845,125.0,18/04/23,18/04/23
44188823,3605530253338,365,32311845,47.0,18/04/23,18/04/23
41986318,3614271876188,365,32311845,24.0,18/04/23,18/04/23
42072413,3605532202945,365,32311845,29.0,18/04/23,18/04/23
44368688,3614273074629,365,32311845,28.0,18/04/23,18/04/23
42072572,3614272110175,365,32311845,24.5,18/04/23,18/04/23
44265655,3614271219978,365,32311845,28.0,18/04/23,18/04/23
49490900,3614273983600,365,32311845,83.0,18/04/23,18/04/23
44206160,3614271755377,365,32311845,35.0,18/04/23,18/04/23
44205966,3614271437938,365,32311845,38.0,18/04/23,18/04/23
42072625,3614273357197,365,32311845,125.0,18/04/23,18/04/23
44188823,3605530253338,365,32311845,47.0,18/04/23,18/04/23
41986318,3614271876188,365,32311845,24.0,18/04/23,18/04/23
42072572,3614272110175,365,32311845,24.5,07/04/23,19/04/23
42072572,3614272110175,365,32311845,24.5,18/04/23,19/04/23
42072625,3614273357197,365,32311845,125.0,14/03/23,27/04/23
44265655,3614271219978,365,32311845,28.0,10/03/23,27/04/23
41986318,3614271876188,365,32311845,24.0,01/03/23,27/04/23
42072413,3605532202945,365,32311845,29.0,01/03/23,27/04/23
42072413,3605532202945,365,32311845,29.0,18/04/23,27/04/23
44368688,3614273074629,365,32311845,28.0,18/04/23,27/04/23
44206160,3614271755377,365,32311845,35.0,18/04/23,27/04/23
41986318,3614271876188,365,32311845,24.0,18/04/23,27/04/23
44368688,3614273074629,365,32311845,28.0,01/03/23,27/04/23
44265655,3614271219978,365,32311845,28.0,18/04/23,27/04/23
44205966,3614271437938,365,32311845,38.0,18/04/23,27/04/23
44205966,3614271437938,365,32311845,38.0,01/03/23,27/04/23
42072625,3614273357197,365,32311845,125.0,18/04/23,27/04/23
44206160,3614271755377,365,32311845,35.0,14/03/23,27/04/23
49490900,3614273983600,365,32311845,83.0,18/04/23,27/04/23
49490900,3614273983600,365,32311845,83.0,31/03/23,27/04/23
44188823,3605530253338,365,32311845,47.0,18/04/23,27/04/23
44188823,3605530253338,365,32311845,47.0,01/03/23,27/04/23
42072572,3614272110175,365,32311845,24.5,27/04/23,27/04/23
41785749,3614271639769,365,32311845,27.0,27/04/23,27/04/23
41986318,3614271876188,365,32311845,24.0,25/04/23,04/05/23
41986318,3614271876188,365,32311845,24.0,25/04/23,04/05/23
44265655,3614271219978,365,32311845,28.0,25/04/23,08/05/23
42072572,3614272110175,365,32311845,24.5,27/04/23,08/05/23
44265655,3614271219978,365,32311845,28.0,25/04/23,08/05/23
42072572,3614272110175,365,32311845,24.5,27/04/23,08/05/23
41785749,3614271639769,365,32311845,27.0,27/04/23,10/05/23
44265655,3614271219978,365,32311845,28.0,10/05/23,10/05/23
41785749,3614271639769,365,32311845,27.0,27/04/23,10/05/23
42072572,3614272110175,365,32311845,24.5,10/05/23,11/05/23
34975558,3147758030303,365,32311845,32.0,06/05/23,11/05/23
41785749,3614271639769,365,32311845,27.0,13/05/23,15/05/23
42072413,3605532202945,365,32311845,29.0,25/04/23,16/05/23
44205966,3614271437938,365,32311845,38.0,25/04/23,16/05/23
42072625,3614273357197,365,32311845,125.0,25/04/23,16/05/23
49490900,3614273983600,365,32311845,83.0,25/04/23,16/05/23
44188823,3605530253338,365,32311845,47.0,25/04/23,16/05/23
44368688,3614273074629,365,32311845,28.0,25/04/23,16/05/23
41986318,3614271876188,365,32311845,24.0,06/05/23,16/05/23
42072413,3605532202945,365,32311845,29.0,25/04/23,16/05/23
44368688,3614273074629,365,32311845,28.0,25/04/23,16/05/23
44205966,3614271437938,365,32311845,38.0,25/04/23,16/05/23
42072625,3614273357197,365,32311845,125.0,25/04/23,16/05/23
49490900,3614273983600,365,32311845,83.0,25/04/23,16/05/23
44188823,3605530253338,365,32311845,47.0,25/04/23,16/05/23
34975558,3147758030303,365,32311845,32.0,16/05/23,16/05/23
44206160,3614271755377,365,32311845,35.0,25/04/23,17/05/23
44206160,3614271755377,365,32311845,35.0,25/04/23,17/05/23
42072625,3614273357197,365,32311845,100.0,17/05/23,17/05/23
44205966,3614271437938,365,32311845,30.4,17/05/23,17/05/23
34975558,3147758030303,365,32311845,25.6,17/05/23,17/05/23
44368688,3614273074629,365,32311845,22.4,17/05/23,17/05/23
42072413,3605532202945,365,32311845,23.2,17/05/23,17/05/23
49490900,3614273983600,365,32311845,66.4,17/05/23,17/05/23
44188823,3605530253338,365,32311845,37.6,17/05/23,17/05/23
42165673,3614273436403,365,32311845,25.0,25/04/23,16/05/23
42165673,3614273436403,365,32311845,20.0,17/05/23,17/05/23
42870294,3614273597470,365,32311845,32.0,26/01/23,11/02/23
42870294,3614273597470,365,32311845,33.0,12/02/23,18/02/23
42870294,3614273597470,365,32311845,26.4,19/02/23,28/02/23
42870294,3614273597470,365,32311845,26.4,19/02/23,28/02/23
42870294,3614273597470,365,32311845,32.0,26/01/23,11/02/23
42870294,3614273597470,365,32311845,33.0,12/02/23,18/02/23
42870294,3614273597470,365,32311845,33.0,01/03/23,16/04/23
42870294,3614273597470,365,32311845,33.0,18/04/23,27/04/23
42870294,3614273597470,365,32311845,33.0,01/03/23,27/04/23
42870294,3614273597470,365,32311845,26.4,19/02/23,28/02/23
42870294,3614273597470,365,32311845,33.0,12/02/23,18/02/23
42870294,3614273597470,365,32311845,33.0,01/03/23,16/04/23
42870294,3614273597470,365,32311845,33.0,18/04/23,18/04/23
42870294,3614273597470,365,32311845,32.0,26/01/23,11/02/23
42870294,3614273597470,365,32311845,33.0,25/04/23,16/05/23
42870294,3614273597470,365,32311845,32.0,26/01/23,11/02/23
42870294,3614273597470,365,32311845,26.4,19/02/23,28/02/23
42870294,3614273597470,365,32311845,33.0,12/02/23,18/02/23
42870294,3614273597470,365,32311845,33.0,01/03/23,14/04/23
42870294,3614273597470,365,32311845,33.0,16/04/23,16/04/23
42870294,3614273597470,365,32311845,33.0,18/04/23,18/04/23
42870294,3614273597470,365,32311845,33.0,25/04/23,16/05/23
42870294,3614273597470,365,32311845,26.4,17/05/23,17/05/23
44203610,3614270264900,365,32311845,83.0,12/02/23,18/02/23
44203610,3614270264900,365,32311845,83.0,01/03/23,13/04/23
44203610,3614270264900,365,32311845,66.4,19/02/23,28/02/23
44203610,3614270264900,365,32311845,76.0,26/01/23,11/02/23
44203610,3614270264900,365,32311845,83.0,12/02/23,18/02/23
44203610,3614270264900,365,32311845,83.0,01/03/23,13/04/23
44203610,3614270264900,365,32311845,66.4,19/02/23,28/02/23
44203610,3614270264900,365,32311845,76.0,26/01/23,11/02/23
44203610,3614270264900,365,32311845,83.0,18/04/23,27/04/23
44203610,3614270264900,365,32311845,83.0,18/04/23,27/04/23
44203610,3614270264900,365,32311845,83.0,12/02/23,18/02/23
44203610,3614270264900,365,32311845,83.0,01/03/23,13/04/23
44203610,3614270264900,365,32311845,83.0,18/04/23,18/04/23
44203610,3614270264900,365,32311845,66.4,19/02/23,28/02/23
44203610,3614270264900,365,32311845,76.0,26/01/23,11/02/23
44203610,3614270264900,365,32311845,83.0,25/04/23,16/05/23
44203610,3614270264900,365,32311845,83.0,12/02/23,18/02/23
44203610,3614270264900,365,32311845,83.0,01/03/23,13/04/23
44203610,3614270264900,365,32311845,83.0,18/04/23,18/04/23
44203610,3614270264900,365,32311845,76.0,26/01/23,11/02/23
44203610,3614270264900,365,32311845,66.4,19/02/23,28/02/23
44203610,3614270264900,365,32311845,83.0,25/04/23,16/05/23
44203610,3614270264900,365,32311845,66.4,17/05/23,17/05/23
44230075,3614273307741,365,32311845,28.5,26/01/23,10/02/23
44230075,3614273307741,365,32311845,28.5,26/01/23,10/02/23
44230075,3614273307741,365,32311845,28.5,26/01/23,10/02/23
44230075,3614273307741,365,32311845,28.5,26/01/23,10/02/23
45499645,3614273675857,365,32311845,38.0,17/02/23,17/02/23
45499645,3614273675857,365,32311845,38.0,01/03/23,31/03/23
45499645,3614273675857,365,32311845,30.4,19/02/23,28/02/23
45499645,3614273675857,365,32311845,35.0,28/01/23,03/02/23
45499645,3614273675857,365,32311845,38.0,17/02/23,17/02/23
45499645,3614273675857,365,32311845,38.0,01/03/23,31/03/23
45499645,3614273675857,365,32311845,38.0,14/04/23,16/04/23
45499645,3614273675857,365,32311845,30.4,19/02/23,28/02/23
45499645,3614273675857,365,32311845,35.0,28/01/23,03/02/23
